Theoretical Total Time,137.0990587234497
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,126.06809997558594,126.06809997558594
 , ,P2,126.06809997558594,133.94735622406006,7.879256248474121
 , ,P3,133.94735622406006,135.52320747375487,1.575851249694824
 , ,P4,135.52320747375487,137.0990587234497,1.575851249694824
Real Total Time,140.299875497818
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,129.2432792186737,129.2432792186737
 , ,P2,129.24568104743958,137.19440340995789,7.9487223625183105
 , ,P3,137.19468474388123,138.7527084350586,1.5580236911773682
 , ,P4,138.75301337242126,140.299875497818,1.5468621253967285
Error (Real-Theoretical) Total Time,3.200816774368292
 , ,Name,Start,End,Elapsed Time
 , ,P1,0.0,79870.75672078133,3.1751792430877686
 , ,P2,79870.75431895256,84862.80559659004,0.06946611404418945
 , ,P3,84862.80531525612,85861.24729156494,0.017827558517455877
 , ,P4,85861.24698662758,86859.70012450218,0.028989124298095525
